Date,Author,Text
10/11/2021 5:05,Gitagadis011109,Banyak tumpukan sampah yang tak diangkut berminggu-minggu.
10/11/2021 5:05,DwiPurnamaW,Pengelolaan sampah di Makassar masih bisa ditingkatkan lagi.
10/11/2021 5:04,stafsuscolonial,"Bank sampah adalah langkah yang baik, namun perlu edukasi lanjutan."
10/11/2021 5:04,Gitagadis011109,"Proses pengangkutan sampah sering terlambat, bikin bau tidak sedap."
10/11/2021 5:04,M_IlhamTango,Program edukasi tentang pengurangan sampah plastik sangat bermanfaat.
10/11/2021 5:04,Gitagadis011109,Program edukasi tentang pengurangan sampah plastik sangat bermanfaat.
10/11/2021 5:04,KabarSiang,Kesadaran masyarakat masih rendah soal buang sampah sembarangan.
10/11/2021 5:03,abdillah_85,"Sampah plastik masih mendominasi, tidak ada solusi yang efektif."
10/11/2021 5:03,penpiknik,Kesadaran masyarakat tentang sampah perlu terus disosialisasikan.
10/11/2021 5:03,Gitagadis011109,Program baru pengelolaan sampah ini cukup efektif.
10/11/2021 5:02,sampalle,"Masalah sampah di sungai masih belum teratasi, perlu tindakan nyata."
10/11/2021 5:01,deasy12deasy,Perlu ada regulasi yang jelas untuk pengurangan sampah plastik.
10/11/2021 5:01,yanaprathita,"Proses pengangkutan sampah sering terlambat, bikin bau tidak sedap."
10/11/2021 4:59,Shda_Agatha,"Dengan adanya bank sampah, kami merasa lebih terdorong untuk menjaga lingkungan."
10/11/2021 4:59,wakeni3ni,Kampanye pengelolaan sampah sangat bagus untuk masyarakat.
10/11/2021 4:58,ZAEffendy,Pengurangan sampah plastik mulai terlihat hasilnya.
10/11/2021 4:58,detikcom,Pemerintah tidak serius menangani masalah sampah di kota ini.
10/11/2021 4:58,Shda_Agatha,Kesadaran masyarakat masih rendah soal buang sampah sembarangan.
10/11/2021 4:57,dysaa55,Sosialisasi tentang daur ulang sampah perlu ditingkatkan.
10/11/2021 4:56,UmarHasibuan75,Harapannya pengelolaan sampah bisa lebih baik lagi.
10/11/2021 4:55,wiezz2,Perlu lebih banyak program edukasi tentang daur ulang di masyarakat.
10/11/2021 4:55,kompascom,Saya senang karena sekarang ada bank sampah di sekitar lingkungan saya.
10/11/2021 4:54,dytrgn,Perlu lebih banyak program edukasi tentang daur ulang di masyarakat.
10/11/2021 4:54,shendygaviria,Semoga ada peningkatan fasilitas pengelolaan sampah di lingkungan kami.
10/11/2021 4:53,WawanSe04223579,Pengurangan sampah plastik mulai terlihat hasilnya.
10/11/2021 4:52,mas_taqien,Pemerintah tidak serius menangani masalah sampah di kota ini.
10/11/2021 4:51,Najmy45287070,Saya senang karena sekarang ada bank sampah di sekitar lingkungan saya.
10/11/2021 4:50,nachiigoreng,Program edukasi tentang pengurangan sampah plastik sangat bermanfaat.
10/11/2021 4:50,Li_5454K,Pemerintah tidak serius menangani masalah sampah di kota ini.
10/11/2021 4:49,rizal9973,Pemerintah tidak serius menangani masalah sampah di kota ini.
10/11/2021 4:48,merryandriany,"Program pengelolaan sampah di Makassar sudah bagus, sangat membantu."
10/11/2021 4:48,merryandriany,"Proses pengangkutan sampah sering terlambat, bikin bau tidak sedap."
10/11/2021 4:48,merryandriany,Pengurangan sampah plastik mulai terlihat hasilnya.
10/11/2021 4:47,LurahKW,Semoga pemerintah bisa lebih konsisten dalam mengelola sampah kota.
10/11/2021 4:47,kompascom,Terlalu banyak sampah plastik yang tidak dikelola dengan baik.
10/11/2021 4:47,ARIFILIZER,Perlu lebih banyak program edukasi tentang daur ulang di masyarakat.
10/11/2021 4:46,Sugiono222,"Bank sampah adalah langkah yang baik, namun perlu edukasi lanjutan."
10/11/2021 4:46,CLUBPKR,Semoga ada peningkatan fasilitas pengelolaan sampah di lingkungan kami.
10/11/2021 4:46,Masdjodi1,"Masih banyak sampah yang berserakan di pinggir jalan, sangat mengganggu."
10/11/2021 4:46,PrastTeg,Sudah ada peningkatan dalam pengelolaan sampah di kota ini.
10/11/2021 4:45,rickydp19,Sosialisasi tentang daur ulang sampah perlu ditingkatkan.
10/11/2021 4:45,kompascom,"Masalah sampah di sungai masih belum teratasi, perlu tindakan nyata."
10/11/2021 4:45,Triedtobegone,Perlu ada regulasi yang jelas untuk pengurangan sampah plastik.
10/11/2021 4:45,jabenk_kulon,Pengurangan sampah plastik mulai terlihat hasilnya.
10/11/2021 4:44,maymarmas,Pemerintah tidak serius menangani masalah sampah di kota ini.
10/11/2021 4:44,crypryd,Pemerintah tidak serius menangani masalah sampah di kota ini.
10/11/2021 4:44,mast_prastngk,Masih perlu lebih banyak program lingkungan di berbagai wilayah.
10/11/2021 4:43,PutuSambernyawa,Kerjasama warga dalam membersihkan lingkungan semakin kuat.
10/11/2021 4:43,alunne,"Program pengelolaan sampah di Makassar sudah bagus, sangat membantu."
10/11/2021 4:43,gus_tyo,"Masalah sampah di sungai masih belum teratasi, perlu tindakan nyata."
10/11/2021 4:43,kompascom,Kerjasama warga dalam membersihkan lingkungan semakin kuat.
10/11/2021 4:42,ndeesIll,"Masalah sampah di sungai masih belum teratasi, perlu tindakan nyata."
10/11/2021 4:42,riseinn_,"Sampah plastik masih mendominasi, tidak ada solusi yang efektif."
10/11/2021 4:42,SKUAD_RUN,Kampanye pengelolaan sampah sangat bagus untuk masyarakat.
10/11/2021 4:42,MytheSisyphus,Perlu lebih banyak program edukasi tentang daur ulang di masyarakat.
10/11/2021 4:42,JNgagrok,Semoga ada peningkatan fasilitas pengelolaan sampah di lingkungan kami.
10/11/2021 4:41,PutuSambernyawa,Semoga pemerintah bisa lebih konsisten dalam mengelola sampah kota.
10/11/2021 4:41,RIP_of_justice,Program baru pengelolaan sampah ini cukup efektif.
10/11/2021 4:41,PartaiSocmed,Saya senang karena sekarang ada bank sampah di sekitar lingkungan saya.
10/11/2021 4:40,kompascom,"Tempat sampah sudah mulai banyak, ini sangat memudahkan masyarakat."
10/11/2021 4:40,giewhydi,Kerjasama warga dalam membersihkan lingkungan semakin kuat.
10/11/2021 4:38,adtaufiq,Terlalu banyak sampah plastik yang tidak dikelola dengan baik.
10/11/2021 4:37,kompascom,Perlu lebih banyak program edukasi tentang daur ulang di masyarakat.
10/11/2021 4:36,Gitagadis011109,Perlu lebih banyak program edukasi tentang daur ulang di masyarakat.
10/11/2021 4:36,_Mrs_CemplooooN,Pengelolaan sampah di Makassar masih bisa ditingkatkan lagi.
10/11/2021 4:36,Gitagadis011109,"Tempat sampah kurang, jadi banyak orang buang sampah sembarangan."
10/11/2021 4:36,timesdotid,Sosialisasi tentang daur ulang sampah perlu ditingkatkan.
10/11/2021 4:35,Gitagadis011109,"Tidak ada perubahan dalam pengelolaan sampah, tetap saja bermasalah."
10/11/2021 4:35,PialaSoe,Harapannya pengelolaan sampah bisa lebih baik lagi.
10/11/2021 4:34,Arifin2Zainal,"Proses pengangkutan sampah sering terlambat, bikin bau tidak sedap."
10/11/2021 4:34,ManusiaPinggirn,Semoga ada peningkatan fasilitas pengelolaan sampah di lingkungan kami.
10/11/2021 4:34,Arifin2Zainal,Kesadaran masyarakat masih rendah soal buang sampah sembarangan.
10/11/2021 4:34,hyejeongmole,Masih perlu lebih banyak program lingkungan di berbagai wilayah.
10/11/2021 4:34,fwksRhezBlack,Program baru pengelolaan sampah ini cukup efektif.
10/11/2021 4:33,AchmedDarussa12,Perlu ada regulasi yang jelas untuk pengurangan sampah plastik.
10/11/2021 4:33,aodolescent,"Sampah plastik masih mendominasi, tidak ada solusi yang efektif."
10/11/2021 4:33,kautsarzhafira,Pengurangan sampah plastik mulai terlihat hasilnya.
10/11/2021 4:32,babe_ayah,Terlalu banyak sampah plastik yang tidak dikelola dengan baik.
10/11/2021 4:32,Wanx27,Perlu ada regulasi yang jelas untuk pengurangan sampah plastik.
10/11/2021 4:31,jak2182,Program edukasi tentang pengurangan sampah plastik sangat bermanfaat.
10/11/2021 4:31,SetiadiYudizaza,Kesadaran masyarakat tentang sampah perlu terus disosialisasikan.
10/11/2021 4:31,rickydp19,"Masih banyak sampah yang berserakan di pinggir jalan, sangat mengganggu."
10/11/2021 4:30,HydroChoco,Program baru pengelolaan sampah ini cukup efektif.
10/11/2021 4:30,Gitagadis011109,Sosialisasi tentang daur ulang sampah perlu ditingkatkan.
10/11/2021 4:30,annaabd___,Kerjasama warga dalam membersihkan lingkungan semakin kuat.
10/11/2021 4:30,CNNIndonesia,Kerjasama warga dalam membersihkan lingkungan semakin kuat.
10/11/2021 4:29,Gitagadis011109,Sosialisasi tentang daur ulang sampah perlu ditingkatkan.
10/11/2021 4:28,BizlawIndonesia,Pengelolaan sampah di Makassar masih bisa ditingkatkan lagi.
10/11/2021 4:28,Aminmuh51085771,"Tempat sampah kurang, jadi banyak orang buang sampah sembarangan."
10/11/2021 4:27,mnctrijaya,"Masalah sampah di sungai masih belum teratasi, perlu tindakan nyata."
10/11/2021 4:26,enricoWinadi,"Masih banyak sampah yang berserakan di pinggir jalan, sangat mengganggu."
10/11/2021 4:26,winnati7654,Saya senang karena sekarang ada bank sampah di sekitar lingkungan saya.
10/11/2021 4:26,made_in_INA,Harapannya pengelolaan sampah bisa lebih baik lagi.
10/11/2021 4:26,LNoorainy,"Program pengelolaan sampah di Makassar sudah bagus, sangat membantu."
10/11/2021 4:25,abas_jo,"Tempat sampah kurang, jadi banyak orang buang sampah sembarangan."
10/11/2021 4:24,Sumarni33035104,Masih perlu lebih banyak program lingkungan di berbagai wilayah.
10/11/2021 4:23,pengenakad,Semoga pemerintah bisa lebih konsisten dalam mengelola sampah kota.
10/11/2021 4:23,bambangSud,"Bank sampah adalah langkah yang baik, namun perlu edukasi lanjutan."
10/11/2021 4:22,dinodachi03,Banyak tumpukan sampah yang tak diangkut berminggu-minggu.
10/11/2021 4:22,Masartono,Terlalu banyak sampah plastik yang tidak dikelola dengan baik.
10/11/2021 4:21,PialaSoe,Pemerintah tidak serius menangani masalah sampah di kota ini.
10/11/2021 4:20,BeganBegeD,Banyak tumpukan sampah yang tak diangkut berminggu-minggu.
10/11/2021 4:19,Andreyesayaa,Kesadaran masyarakat masih rendah soal buang sampah sembarangan.
10/11/2021 4:18,kristiankd,Perlu lebih banyak program edukasi tentang daur ulang di masyarakat.
10/11/2021 4:17,EdhokSulaiman,Saya senang karena sekarang ada bank sampah di sekitar lingkungan saya.
10/11/2021 4:16,heriawanadiwan4,"Proses pengangkutan sampah sering terlambat, bikin bau tidak sedap."
10/11/2021 4:16,detikinet,Banyak tumpukan sampah yang tak diangkut berminggu-minggu.
10/11/2021 4:16,Suyarno13,Kesadaran masyarakat tentang sampah perlu terus disosialisasikan.
10/11/2021 4:15,egasmatahari,"Sampah plastik masih mendominasi, tidak ada solusi yang efektif."
10/11/2021 4:15,Gitagadis011109,"Masih banyak sampah yang berserakan di pinggir jalan, sangat mengganggu."
10/11/2021 4:15,kompascom,"Tidak ada perubahan dalam pengelolaan sampah, tetap saja bermasalah."
10/11/2021 4:14,Surolati,"Proses pengangkutan sampah sering terlambat, bikin bau tidak sedap."
10/11/2021 4:14,Zahrafaiza,Kesadaran masyarakat masih rendah soal buang sampah sembarangan.
10/11/2021 4:13,Gitagadis011109,Kampanye pengelolaan sampah sangat bagus untuk masyarakat.
10/11/2021 4:13,_Resiana,Semoga ada peningkatan fasilitas pengelolaan sampah di lingkungan kami.
10/11/2021 4:13,sultanhp,Harapannya pengelolaan sampah bisa lebih baik lagi.
10/11/2021 4:13,gerinisk2,Terlalu banyak sampah plastik yang tidak dikelola dengan baik.
10/11/2021 4:12,muhammad_tanzil,Semoga pemerintah bisa lebih konsisten dalam mengelola sampah kota.
10/11/2021 4:11,akunsudi,Program edukasi tentang pengurangan sampah plastik sangat bermanfaat.
10/11/2021 4:11,sicepatbest,"Program pengelolaan sampah di Makassar sudah bagus, sangat membantu."
10/11/2021 4:10,ZamanBadroez,Kampanye pengelolaan sampah sangat bagus untuk masyarakat.
10/11/2021 4:09,iskandarjet,Pemerintah tidak serius menangani masalah sampah di kota ini.
10/11/2021 4:07,tvOneNews,"Dengan adanya bank sampah, kami merasa lebih terdorong untuk menjaga lingkungan."
10/11/2021 4:06,muhariyun,"Dengan adanya bank sampah, kami merasa lebih terdorong untuk menjaga lingkungan."
10/11/2021 4:05,edykrit22,"Sampah plastik masih mendominasi, tidak ada solusi yang efektif."
10/11/2021 4:05,alprijandinata,Semoga ada peningkatan fasilitas pengelolaan sampah di lingkungan kami.
10/11/2021 4:02,RadenKrisna6,"Masalah sampah di sungai masih belum teratasi, perlu tindakan nyata."
10/11/2021 4:02,Vilion19,"Tidak ada perubahan dalam pengelolaan sampah, tetap saja bermasalah."
10/11/2021 4:01,LainBala,Harapannya pengelolaan sampah bisa lebih baik lagi.
10/11/2021 4:01,ratekajo,Perlu lebih banyak program edukasi tentang daur ulang di masyarakat.
10/11/2021 4:01,FirmRei,Perlu lebih banyak program edukasi tentang daur ulang di masyarakat.
10/11/2021 4:01,Harimauterakhi2,Pengurangan sampah plastik mulai terlihat hasilnya.
10/11/2021 4:01,sofiana12_,Kesadaran masyarakat tentang sampah perlu terus disosialisasikan.
10/11/2021 4:00,RevolusOne,Pengelolaan sampah di Makassar masih bisa ditingkatkan lagi.
10/11/2021 4:00,Muly86054800,"Tidak ada perubahan dalam pengelolaan sampah, tetap saja bermasalah."
10/11/2021 4:00,edykrit22,Kampanye pengelolaan sampah sangat bagus untuk masyarakat.
10/11/2021 4:00,KEZIAAM0UR,Terlalu banyak sampah plastik yang tidak dikelola dengan baik.
10/11/2021 4:00,sayyid_prima,"Masalah sampah di sungai masih belum teratasi, perlu tindakan nyata."
10/11/2021 3:59,erwincantona,Semoga pemerintah bisa lebih konsisten dalam mengelola sampah kota.
10/11/2021 3:59,HardiastutiSri,Perlu ada regulasi yang jelas untuk pengurangan sampah plastik.
10/11/2021 3:57,Basuki80844076,"Tempat sampah kurang, jadi banyak orang buang sampah sembarangan."
10/11/2021 3:57,matthewkwks,Kesadaran masyarakat masih rendah soal buang sampah sembarangan.
10/11/2021 3:56,arsyad_amran,Banyak tumpukan sampah yang tak diangkut berminggu-minggu.
10/11/2021 3:56,arsyad_amran,Kesadaran masyarakat masih rendah soal buang sampah sembarangan.
10/11/2021 3:56,tigapilarnews,"Dengan adanya bank sampah, kami merasa lebih terdorong untuk menjaga lingkungan."
10/11/2021 3:55,boypbloo,Pengelolaan sampah di Makassar masih bisa ditingkatkan lagi.
10/11/2021 3:55,TerunaJohan,Kesadaran masyarakat tentang sampah perlu terus disosialisasikan.
10/11/2021 3:54,tachsania26,Program edukasi tentang pengurangan sampah plastik sangat bermanfaat.
10/11/2021 3:54,Rozalixer,Semoga ada peningkatan fasilitas pengelolaan sampah di lingkungan kami.
10/11/2021 3:52,SeanAkbar4,Harapannya pengelolaan sampah bisa lebih baik lagi.
10/11/2021 3:52,rayansahel1,"Tempat sampah sudah mulai banyak, ini sangat memudahkan masyarakat."
10/11/2021 3:51,Pehaes,"Tidak ada perubahan dalam pengelolaan sampah, tetap saja bermasalah."
10/11/2021 3:50,hijabi_tutorial,Perlu lebih banyak program edukasi tentang daur ulang di masyarakat.
10/11/2021 3:50,selerakuuww,Program baru pengelolaan sampah ini cukup efektif.
10/11/2021 3:49,RadioElshinta,Saya senang karena sekarang ada bank sampah di sekitar lingkungan saya.
10/11/2021 3:49,Kiitatemenanyuk,Kerjasama warga dalam membersihkan lingkungan semakin kuat.
10/11/2021 3:49,anandadrn,Kesadaran masyarakat tentang sampah perlu terus disosialisasikan.
10/11/2021 3:48,wondo007,Terlalu banyak sampah plastik yang tidak dikelola dengan baik.
10/11/2021 3:48,rakyatmerdeka,"Tempat sampah kurang, jadi banyak orang buang sampah sembarangan."
10/11/2021 3:48,ekurnia82,Program baru pengelolaan sampah ini cukup efektif.
10/11/2021 3:47,AgustinusWijay2,Kesadaran masyarakat tentang sampah perlu terus disosialisasikan.
10/11/2021 3:44,SimpleT2021,"Masih banyak sampah yang berserakan di pinggir jalan, sangat mengganggu."
10/11/2021 3:43,tfrzyh,Masih perlu lebih banyak program lingkungan di berbagai wilayah.
10/11/2021 3:43,ElshidqieSahal,"Program pengelolaan sampah di Makassar sudah bagus, sangat membantu."
10/11/2021 3:42,MamunMu98291791,Sosialisasi tentang daur ulang sampah perlu ditingkatkan.
10/11/2021 3:42,Rakyat4k4l53h4t,Saya senang karena sekarang ada bank sampah di sekitar lingkungan saya.
10/11/2021 3:42,Gitagadis011109,Program edukasi tentang pengurangan sampah plastik sangat bermanfaat.
10/11/2021 3:42,Gitagadis011109,Pemerintah tidak serius menangani masalah sampah di kota ini.
10/11/2021 3:41,Gitagadis011109,Harapannya pengelolaan sampah bisa lebih baik lagi.
10/11/2021 3:41,Gitagadis011109,Kesadaran masyarakat tentang sampah perlu terus disosialisasikan.
10/11/2021 3:41,suherdiansyah86,Banyak tumpukan sampah yang tak diangkut berminggu-minggu.
10/11/2021 3:41,SuyutiYudi,Banyak tumpukan sampah yang tak diangkut berminggu-minggu.
10/11/2021 3:41,Gitagadis011109,"Proses pengangkutan sampah sering terlambat, bikin bau tidak sedap."
10/11/2021 3:39,212bowie,"Tempat sampah kurang, jadi banyak orang buang sampah sembarangan."
10/11/2021 3:39,diponegros,"Sampah plastik masih mendominasi, tidak ada solusi yang efektif."
10/11/2021 3:39,Bams_Hs,"Masih banyak sampah yang berserakan di pinggir jalan, sangat mengganggu."
10/11/2021 3:38,inilahkorancom,Kerjasama warga dalam membersihkan lingkungan semakin kuat.
10/11/2021 3:38,gajelasdehh,Pengelolaan sampah di Makassar masih bisa ditingkatkan lagi.
10/11/2021 3:38,RatulangiSamy,Sosialisasi tentang daur ulang sampah perlu ditingkatkan.
10/11/2021 3:36,Renyahhhh,Perlu lebih banyak program edukasi tentang daur ulang di masyarakat.
10/11/2021 3:36,liveeurjpytrade,Program baru pengelolaan sampah ini cukup efektif.
10/11/2021 3:36,animewatcheroly,Pengurangan sampah plastik mulai terlihat hasilnya.
10/11/2021 3:36,Dogelkarya82,"Tidak ada perubahan dalam pengelolaan sampah, tetap saja bermasalah."
10/11/2021 3:35,yanwarakhman,Program baru pengelolaan sampah ini cukup efektif.
10/11/2021 3:35,kulkasmerah,Kesadaran masyarakat masih rendah soal buang sampah sembarangan.
10/11/2021 3:34,kritpikpedas,"Tidak ada perubahan dalam pengelolaan sampah, tetap saja bermasalah."
10/11/2021 3:34,merdekadotcom,Saya senang karena sekarang ada bank sampah di sekitar lingkungan saya.
10/11/2021 3:33,Moh_Jupri,Sudah ada peningkatan dalam pengelolaan sampah di kota ini.
10/11/2021 3:33,YoyokSubandriy3,"Proses pengangkutan sampah sering terlambat, bikin bau tidak sedap."
10/11/2021 3:32,PedomanRakyat,"Masalah sampah di sungai masih belum teratasi, perlu tindakan nyata."
10/11/2021 3:31,Misbah68325950,Pengurangan sampah plastik mulai terlihat hasilnya.
10/11/2021 3:31,SoniMsi07,Perlu lebih banyak program edukasi tentang daur ulang di masyarakat.
10/11/2021 3:30,Irwanfeua,Banyak tumpukan sampah yang tak diangkut berminggu-minggu.
10/11/2021 3:30,tvOneNews,Sudah ada peningkatan dalam pengelolaan sampah di kota ini.
10/11/2021 3:28,PengadilanRaky1,Pengelolaan sampah di Makassar masih bisa ditingkatkan lagi.
10/11/2021 3:26,RatnoWistu,Kesadaran masyarakat tentang sampah perlu terus disosialisasikan.
10/11/2021 3:25,Slash00713,Sosialisasi tentang daur ulang sampah perlu ditingkatkan.
10/11/2021 3:22,beritaKLIIKID,"Tempat sampah sudah mulai banyak, ini sangat memudahkan masyarakat."
10/11/2021 3:20,demokrasibodong,Kampanye pengelolaan sampah sangat bagus untuk masyarakat.
10/11/2021 3:20,writerfreaxzh,"Tempat sampah sudah mulai banyak, ini sangat memudahkan masyarakat."
10/11/2021 3:20,Partono_ADjem,Program baru pengelolaan sampah ini cukup efektif.
10/11/2021 3:20,SaptoBudiRahar,Semoga ada peningkatan fasilitas pengelolaan sampah di lingkungan kami.
10/11/2021 3:20,monti_msb,Saya senang karena sekarang ada bank sampah di sekitar lingkungan saya.
10/11/2021 3:18,wakndhuz,"Tidak ada perubahan dalam pengelolaan sampah, tetap saja bermasalah."
10/11/2021 3:16,21Lai21,"Bank sampah adalah langkah yang baik, namun perlu edukasi lanjutan."
10/11/2021 3:16,thatangrhamadh2,Kesadaran masyarakat tentang sampah perlu terus disosialisasikan.
10/11/2021 3:15,astanaraga,"Dengan adanya bank sampah, kami merasa lebih terdorong untuk menjaga lingkungan."
10/11/2021 3:14,Arie26Ahmad,Kesadaran masyarakat masih rendah soal buang sampah sembarangan.
10/11/2021 3:14,abenksos,"Program pengelolaan sampah di Makassar sudah bagus, sangat membantu."
10/11/2021 3:13,Gitagadis011109,Kampanye pengelolaan sampah sangat bagus untuk masyarakat.
10/11/2021 3:12,imbangimedia,"Proses pengangkutan sampah sering terlambat, bikin bau tidak sedap."
10/11/2021 3:11,arifu54,Kesadaran masyarakat masih rendah soal buang sampah sembarangan.
10/11/2021 3:10,rizensia_media,Pengurangan sampah plastik mulai terlihat hasilnya.
10/11/2021 3:10,rey_maulana25,Sosialisasi tentang daur ulang sampah perlu ditingkatkan.
10/11/2021 3:09,ronavioleta,"Masalah sampah di sungai masih belum teratasi, perlu tindakan nyata."
10/11/2021 3:09,Gitagadis011109,Perlu ada regulasi yang jelas untuk pengurangan sampah plastik.
10/11/2021 3:08,Gitagadis011109,"Tempat sampah sudah mulai banyak, ini sangat memudahkan masyarakat."
10/11/2021 3:08,Ds_Lawyers01,Sosialisasi tentang daur ulang sampah perlu ditingkatkan.
10/11/2021 3:08,Gitagadis011109,"Sampah plastik masih mendominasi, tidak ada solusi yang efektif."
10/11/2021 3:08,jangkauandotcom,Sudah ada peningkatan dalam pengelolaan sampah di kota ini.
10/11/2021 3:07,VIVAcoid,Pengurangan sampah plastik mulai terlihat hasilnya.
10/11/2021 3:07,erikmbah,"Dengan adanya bank sampah, kami merasa lebih terdorong untuk menjaga lingkungan."
10/11/2021 3:06,dony_wirawan,"Bank sampah adalah langkah yang baik, namun perlu edukasi lanjutan."
10/11/2021 3:06,Wadmoeh,Pengurangan sampah plastik mulai terlihat hasilnya.
10/11/2021 3:06,H3ndricX,Kerjasama warga dalam membersihkan lingkungan semakin kuat.
10/11/2021 3:05,wplusgp,Harapannya pengelolaan sampah bisa lebih baik lagi.
10/11/2021 3:04,bangZhack86,Program baru pengelolaan sampah ini cukup efektif.
10/11/2021 3:04,oradadiding,Program edukasi tentang pengurangan sampah plastik sangat bermanfaat.
10/11/2021 3:04,Infosumutku,Kesadaran masyarakat tentang sampah perlu terus disosialisasikan.
10/11/2021 3:03,orlinramadhani,Kerjasama warga dalam membersihkan lingkungan semakin kuat.
10/11/2021 3:03,amalshootsyou,Pengurangan sampah plastik mulai terlihat hasilnya.
10/11/2021 3:02,edwin_basuki,Kampanye pengelolaan sampah sangat bagus untuk masyarakat.
10/11/2021 3:00,tamankudus,Semoga pemerintah bisa lebih konsisten dalam mengelola sampah kota.
10/11/2021 3:00,aa_argun,Saya senang karena sekarang ada bank sampah di sekitar lingkungan saya.
10/11/2021 2:59,AmirFaisalLubi1,Pengurangan sampah plastik mulai terlihat hasilnya.
10/11/2021 2:59,czrumuth,Sosialisasi tentang daur ulang sampah perlu ditingkatkan.
10/11/2021 2:58,Soehandika_,"Masalah sampah di sungai masih belum teratasi, perlu tindakan nyata."
10/11/2021 2:58,Michaelnur77,Semoga ada peningkatan fasilitas pengelolaan sampah di lingkungan kami.
10/11/2021 2:57,Fansurycmp2,Kesadaran masyarakat masih rendah soal buang sampah sembarangan.
10/11/2021 2:57,artomsky,"Dengan adanya bank sampah, kami merasa lebih terdorong untuk menjaga lingkungan."
10/11/2021 2:57,99garislucu,"Tidak ada perubahan dalam pengelolaan sampah, tetap saja bermasalah."
10/11/2021 2:55,DedetRendie,"Proses pengangkutan sampah sering terlambat, bikin bau tidak sedap."
10/11/2021 2:54,lauren_sis,Semoga pemerintah bisa lebih konsisten dalam mengelola sampah kota.
10/11/2021 2:54,theoimanuel,"Bank sampah adalah langkah yang baik, namun perlu edukasi lanjutan."
10/11/2021 2:54,a_wijayyyarto,Program edukasi tentang pengurangan sampah plastik sangat bermanfaat.
10/11/2021 2:54,AlinasuhaPane3,Saya senang karena sekarang ada bank sampah di sekitar lingkungan saya.
10/11/2021 2:54,roon3651,Kesadaran masyarakat masih rendah soal buang sampah sembarangan.
10/11/2021 2:54,ulaman_zaqia,Terlalu banyak sampah plastik yang tidak dikelola dengan baik.
10/11/2021 2:53,josstoday,Saya senang karena sekarang ada bank sampah di sekitar lingkungan saya.
10/11/2021 2:51,_abu_safa,"Proses pengangkutan sampah sering terlambat, bikin bau tidak sedap."
10/11/2021 2:51,ErickAry4,"Tempat sampah kurang, jadi banyak orang buang sampah sembarangan."
10/11/2021 2:51,chibisalad,Kesadaran masyarakat tentang sampah perlu terus disosialisasikan.
10/11/2021 2:51,jose_asep,Semoga ada peningkatan fasilitas pengelolaan sampah di lingkungan kami.
10/11/2021 2:49,_Resiana,Pengelolaan sampah di Makassar masih bisa ditingkatkan lagi.
10/11/2021 2:49,antarajatimcom,Semoga pemerintah bisa lebih konsisten dalam mengelola sampah kota.
10/11/2021 2:49,Sailabi1,Saya senang karena sekarang ada bank sampah di sekitar lingkungan saya.
10/11/2021 2:49,p023456,Semoga pemerintah bisa lebih konsisten dalam mengelola sampah kota.
10/11/2021 2:49,nadrayanti,Program baru pengelolaan sampah ini cukup efektif.
10/11/2021 2:48,KoeAry,"Sampah plastik masih mendominasi, tidak ada solusi yang efektif."
10/11/2021 2:48,Ds_Lawyers01,Sudah ada peningkatan dalam pengelolaan sampah di kota ini.
10/11/2021 2:47,JNgagrok,Pengurangan sampah plastik mulai terlihat hasilnya.
10/11/2021 2:46,GaUsahMunafik,Program edukasi tentang pengurangan sampah plastik sangat bermanfaat.
10/11/2021 2:45,Aphied22,"Bank sampah adalah langkah yang baik, namun perlu edukasi lanjutan."
10/11/2021 2:45,setyosby,"Bank sampah adalah langkah yang baik, namun perlu edukasi lanjutan."
10/11/2021 2:45,WongIndonesiaOK,"Masih banyak sampah yang berserakan di pinggir jalan, sangat mengganggu."
10/11/2021 2:44,grrrumpyyy,Sosialisasi tentang daur ulang sampah perlu ditingkatkan.
10/11/2021 2:43,masmassimpel,"Proses pengangkutan sampah sering terlambat, bikin bau tidak sedap."
10/11/2021 2:43,Ande__Loemoet,"Tidak ada perubahan dalam pengelolaan sampah, tetap saja bermasalah."
10/11/2021 2:43,PartaiSocmed,Sosialisasi tentang daur ulang sampah perlu ditingkatkan.
10/11/2021 2:43,didit_norton,"Proses pengangkutan sampah sering terlambat, bikin bau tidak sedap."
10/11/2021 2:43,CakTainKomari,"Masih banyak sampah yang berserakan di pinggir jalan, sangat mengganggu."
10/11/2021 2:42,a_doni95,"Proses pengangkutan sampah sering terlambat, bikin bau tidak sedap."
10/11/2021 2:40,daneeeeess,"Tempat sampah kurang, jadi banyak orang buang sampah sembarangan."
10/11/2021 2:40,Mjohnsamosir,"Program pengelolaan sampah di Makassar sudah bagus, sangat membantu."
10/11/2021 2:39,KuretaID,Masih perlu lebih banyak program lingkungan di berbagai wilayah.
10/11/2021 2:39,dennyboy805,"Masih banyak sampah yang berserakan di pinggir jalan, sangat mengganggu."
10/11/2021 2:38,lurkingcorsa,Sosialisasi tentang daur ulang sampah perlu ditingkatkan.
10/11/2021 2:37,AchooCKR,Perlu ada regulasi yang jelas untuk pengurangan sampah plastik.
10/11/2021 2:35,rafael_gvn,Masih perlu lebih banyak program lingkungan di berbagai wilayah.
10/11/2021 2:35,IrfanSo01934154,"Masalah sampah di sungai masih belum teratasi, perlu tindakan nyata."
10/11/2021 2:34,alsefias,"Proses pengangkutan sampah sering terlambat, bikin bau tidak sedap."
